date,value
2014-06-06,96.60448957615128
2014-06-07,106.30970280413041
2014-06-08,85.7358882879162
2014-06-09,109.67845628350099
2014-06-10,98.71502388665178
2014-06-11,103.1360467855131
2014-06-12,97.82710544259072
2014-06-13,100.77312494431035
2014-06-14,105.98256299201766
2014-06-15,88.62788734275692
2014-06-16,99.7850538533436
2014-06-17,105.48754246612728
2014-06-18,100.79946335178981
2014-06-19,95.348814155257
2014-06-20,114.72536892209241
2014-06-21,103.29953119737362
2014-06-22,103.34210313270141
2014-06-23,115.54128188819777
2014-06-24,94.58401795120707
2014-06-25,105.39210722947631
2014-06-26,101.28005708476374
2014-06-27,117.95245001444013
2014-06-28,98.66431994196459
2014-06-29,88.89655859991112
2014-06-30,101.3591529804793
2014-07-01,124.88578592914703
2014-07-02,80.81494157778963
2014-07-03,91.71485802477818
2014-07-04,106.04145336274846
2014-07-05,112.5319949228148
2014-07-06,100.88003341429597
2014-07-07,85.93140219881555
2014-07-08,97.08752139400207
2014-07-09,116.61524582470544
2014-07-10,92.73692264869163
2014-07-11,99.10313143547478
2014-07-12,100.51587178198642
2014-07-13,108.95358295326133
2014-07-14,96.71256512595814
2014-07-15,109.7782222465213
2014-07-16,85.44427770761564
2014-07-17,104.50606282516817
2014-07-18,85.22249712237867
2014-07-19,106.23339214941451
2014-07-20,101.6886763642959
2014-07-21,98.93872882003359
2014-07-22,99.370263451039
2014-07-23,109.66264367283178
2014-07-24,101.52375861934901
2014-07-25,90.1625077143901
2014-07-26,88.63656610150373
2014-07-27,104.60421148172603
2014-07-28,100.42873384478182
2014-07-29,92.70294650240217
2014-07-30,106.83541059732468
2014-07-31,100.35122349714608
2014-08-01,98.00123141787195
2014-08-02,103.86748879258732
2014-08-03,99.98724983971472
2014-08-04,93.47631312498406
2014-08-05,111.96371282224789
2014-08-06,93.52940437107662
2014-08-07,102.14629537448639
2014-08-08,92.92261151871561
2014-08-09,91.59780932393731
2014-08-10,100.37119730496815
2014-08-11,109.83197784395573
2014-08-12,93.89509906389115
2014-08-13,114.40396429354769
2014-08-14,79.90247445704281
2014-08-15,94.5913638960284
2014-08-16,90.09521425060727
2014-08-17,119.42593697004357
2014-08-18,106.20576895308719
2014-08-19,112.1732101031759
2014-08-20,90.60122184554987
2014-08-21,92.33097594739515
2014-08-22,63.93101910145029
2014-08-23,93.95635407112668
2014-08-24,106.48867142192036
2014-08-25,108.51494824272014
2014-08-26,112.231996654703
2014-08-27,104.71609441107202
2014-08-28,99.19801381735286
2014-08-29,117.00648956535981
2014-08-30,109.1528307454214
2014-08-31,112.58043515759276
2014-09-01,92.75975706626363
2014-09-02,103.42424541273333
2014-09-03,100.90833601952804
2014-09-04,95.71939945316514
2014-09-05,98.60828322556785
2014-09-06,115.4430353935905
2014-09-07,106.14885531289305
2014-09-08,84.7382481345835
2014-09-09,73.23523363738661
2014-09-10,120.43884112725426
2014-09-11,106.12078717674548
2014-09-12,109.160950316123
2014-09-13,93.05178716424376
2014-09-14,81.74507302864211
2014-09-15,103.0676173360622
2014-09-16,96.16163016601391
2014-09-17,91.8961829427553
2014-09-18,71.6888048713079
2014-09-19,98.98129706487394
2014-09-20,112.12729589076982
2014-09-21,109.27005053614204
2014-09-22,102.97946585090017
2014-09-23,102.8348641024747
2014-09-24,94.92519990832913
2014-09-25,88.16288673323693
2014-09-26,102.1959736291547
2014-09-27,95.1181878441521
2014-09-28,95.98476619451212
2014-09-29,100.92023788572305
2014-09-30,86.79693879706883
2014-10-01,101.47256138450174
2014-10-02,88.83151398209736
2014-10-03,94.53136217287536
2014-10-04,97.88778353391268
2014-10-05,113.0431757210985
2014-10-06,94.36488190480733
2014-10-07,88.934170115763
2014-10-08,99.78805348141307
2014-10-09,87.8679084428822
2014-10-10,100.53441145721344
2014-10-11,117.4697111113796
2014-10-12,110.57665456574317
2014-10-13,105.8224451841701
2014-10-14,86.83735756789454
2014-10-15,109.25875336811748
2014-10-16,82.90948151565863
2014-10-17,117.01120761694968
2014-10-18,95.71930042330854
2014-10-19,101.60781871624684
2014-10-20,100.88867315356022
2014-10-21,98.64137189878235
2014-10-22,76.88267223888121
2014-10-23,93.69510041456218
2014-10-24,96.66292256212034
2014-10-25,89.05181246279109
2014-10-26,127.51935526112898
2014-10-27,113.23154530646775
2014-10-28,94.52383589782778
2014-10-29,77.11850717277578
2014-10-30,107.56441782117858
2014-10-31,111.18119279666226
2014-11-01,113.32963279909045
2014-11-02,102.35489893500547
2014-11-03,115.41784287119012
2014-11-04,93.70508380457389
2014-11-05,113.90274458851292
2014-11-06,86.20687505902931
2014-11-07,112.00160481496836
2014-11-08,88.05038333953134
2014-11-09,99.07030778690128
2014-11-10,95.99956776016258
2014-11-11,100.5181641491555
2014-11-12,117.29824313152457
2014-11-13,117.88922169836358
2014-11-14,101.3484117174073
2014-11-15,91.9214963862805
2014-11-16,118.46248087407801
2014-11-17,110.29771792462321
2014-11-18,114.216736617014
2014-11-19,125.74430953186692
2014-11-20,89.79953688859052
2014-11-21,119.8158759889817
2014-11-22,82.94036877197759
2014-11-23,90.37298696650379
2014-11-24,106.82694943002902
2014-11-25,96.92315394283904
2014-11-26,92.61514577815547
2014-11-27,88.4305655670657
2014-11-28,110.03508396544464
2014-11-29,93.48026192303921
2014-11-30,102.7428002739435
2014-12-01,100.9344180365598
2014-12-02,112.66354384813408
2014-12-03,105.90884265392458
2014-12-04,99.53944653408522
2014-12-05,110.72757927272411
2014-12-06,101.18721306903431
2014-12-07,121.40875818633941
2014-12-08,103.92543889990998
2014-12-09,104.65195601926858
2014-12-10,101.29758919344165
2014-12-11,106.76754298776905
2014-12-12,120.69566722043731
2014-12-13,101.79834883833578
2014-12-14,90.7263481832854
2014-12-15,106.98106365923196
2014-12-16,104.74402553963819
2014-12-17,111.87542287736807
2014-12-18,86.49720913029174
2014-12-19,107.5255205268917
2014-12-20,93.17411749342041
2014-12-21,88.42552387116469
2014-12-22,111.9478879875747
2014-12-23,111.86150510999697
2014-12-24,87.77632898461475
2014-12-25,106.13773604043558
2014-12-26,98.50333298944834
2014-12-27,88.7865326720931
2014-12-28,111.56230098370006
2014-12-29,97.70029852874559
2014-12-30,106.22329391248572
2014-12-31,99.57052408675798
2015-01-01,110.78383641412577
2015-01-02,93.11495374507295
2015-01-03,100.38522980765316
2015-01-04,99.06306506616919
2015-01-05,97.84140162342803
2015-01-06,101.21880797709582
2015-01-07,125.73409684265029
2015-01-08,80.28526206764187
2015-01-09,96.69741384903932
2015-01-10,104.77186017064294
2015-01-11,119.52575749669835
2015-01-12,86.95282555117396
2015-01-13,109.19218843793422
2015-01-14,108.72649214038071
2015-01-15,94.07506527383381
2015-01-16,96.06402395786742
2015-01-17,100.30742077758313
2015-01-18,107.15336317506701
2015-01-19,93.20770014777423
2015-01-20,99.90508712280604
2015-01-21,83.51635403482592
2015-01-22,97.37559075600494
