time,amplitude
1033.0,1.12
1034.0,1.169
1035.0,1.12
1036.0,1.119
1037.0,1.122
1038.0,1.356
1039.0,0.993
1040.0,1.11
1041.0,1.011
1042.0,0.971
1043.0,1.163
1044.0,1.045
1045.0,1.045
1046.0,1.038
1047.0,0.956
1048.0,1.161
1049.0,1.193
1050.0,1.113
1051.0,1.02
1052.0,1.175
1053.0,1.09
1054.0,1.147
1055.0,1.123
1056.0,1.244
1057.0,1.317
1058.0,1.15
1059.0,1.053
1060.0,1.004
1061.0,1.215
1062.0,1.168
1063.0,1.08
1064.0,1.06
1065.0,1.213
1066.0,1.144
1067.0,0.927
1068.0,1.29
1069.0,1.095
1070.0,1.072
1071.0,1.22
1072.0,1.154
1073.0,1.112
1074.0,0.972
1075.0,1.332
1076.0,1.189
1077.0,1.138
1078.0,1.037
1079.0,1.175
1080.0,1.143
1081.0,1.208
1082.0,1.134
1083.0,1.169
1084.0,1.13
1085.0,0.999
1086.0,0.994
1087.0,0.987
1088.0,1.19
1089.0,1.163
1090.0,1.208
1091.0,0.993
1092.0,1.057
1093.0,1.174
1094.0,1.214
1095.0,1.161
1096.0,1.159
1097.0,1.15
1098.0,1.095
1099.0,1.084
1100.0,1.062
1101.0,0.939
1102.0,0.986
1103.0,1.207
1104.0,1.085
1105.0,0.942
1106.0,0.883
1107.0,1.131
1108.0,0.973
1109.0,0.956
1110.0,1.118
1111.0,1.139
1112.0,1.007
1113.0,1.068
1114.0,1.109
1115.0,1.048
1116.0,1.088
1117.0,1.11
1118.0,1.141
1119.0,1.184
1120.0,1.046
1121.0,1.232
1122.0,1.143
1123.0,1.16
1124.0,1.154
1125.0,1.159
1126.0,0.952
1127.0,1.103
1128.0,1.296
1129.0,1.147
1130.0,1.164
1131.0,1.018
1132.0,1.164
1133.0,1.002
1134.0,1.131
1135.0,1.125
1136.0,1.153
1137.0,1.162
1138.0,1.049
1139.0,1.032
1140.0,1.01
1141.0,1.111
1142.0,1.118
1143.0,1.175
1144.0,1.082
1145.0,1.169
1146.0,1.158
1147.0,1.16
1148.0,1.247
1149.0,1.095
1150.0,1.118
1151.0,1.195
1152.0,1.138
1153.0,1.123
1154.0,1.121
1155.0,1.128
1156.0,0.994
1157.0,1.029
1158.0,1.164
1159.0,0.943
1160.0,1.098
1161.0,1.177
1162.0,0.86
1163.0,0.985
1164.0,1.182
1165.0,0.993
1166.0,0.909
1167.0,1.045
1168.0,0.997
1169.0,1.24
1170.0,1.042
1171.0,1.021
1172.0,1.013
1173.0,1.097
1174.0,1.166
1175.0,1.379
1176.0,1.185
1177.0,1.034
1178.0,1.109
1179.0,1.129
1180.0,0.954
1181.0,1.144
1182.0,1.069
1183.0,0.994
1184.0,1.008
1185.0,1.132
1186.0,1.183
1187.0,1.27
1188.0,1.015
1189.0,1.15
1190.0,1.353
1191.0,1.139
1192.0,1.09
1193.0,1.14
1194.0,0.901
1195.0,1.033
1196.0,1.266
1197.0,1.139
1198.0,1.224
1199.0,1.019
1200.0,0.985
1201.0,1.018
1202.0,1.141
1203.0,1.136
1204.0,0.991
1205.0,1.166
1206.0,0.982
1207.0,0.967
1208.0,1.232
1209.0,1.109
1210.0,1.196
1211.0,1.167
1212.0,1.091
1213.0,1.146
1214.0,1.074
1215.0,0.983
1216.0,1.037
1217.0,1.065
1218.0,1.344
1219.0,1.095
1220.0,1.106
1221.0,1.149
1222.0,1.315
1223.0,0.992
1224.0,1.138
1225.0,1.278
1226.0,1.104
1227.0,1.128
1228.0,1.03
1229.0,0.998
1230.0,0.991
1231.0,1.137
1232.0,1.005
1233.0,1.051
1234.0,0.99
1235.0,1.016
1236.0,0.866
1237.0,1.074
1238.0,1.019
1239.0,1.026
1240.0,1.345
1241.0,1.041
1242.0,0.983
1243.0,1.167
1244.0,1.097
1245.0,1.228
1246.0,1.101
1247.0,1.125
1248.0,1.086
1249.0,1.218
1250.0,1.22
1251.0,1.125
1252.0,1.086
1253.0,1.109
1254.0,1.001
1255.0,1.242
1256.0,1.128
1257.0,1.068
1258.0,1.072
1259.0,1.078
1260.0,0.979
1261.0,1.204
1262.0,1.132
1263.0,1.327
1264.0,1.114
1265.0,1.073
1266.0,1.085
1267.0,1.078
1268.0,1.099
1269.0,1.03
1270.0,0.987
1271.0,1.038
1272.0,1.159
1273.0,1.157
1274.0,1.016
1275.0,1.189
1276.0,1.004
1277.0,0.951
1278.0,1.155
1279.0,1.187
1280.0,1.039
1281.0,1.026
1282.0,1.149
1283.0,1.016
1284.0,1.003
1285.0,1.332
1286.0,1.187
1287.0,1.342
1288.0,1.119
1289.0,0.915
1290.0,1.219
1291.0,1.053
1292.0,1.049
1293.0,1.086
1294.0,0.979
1295.0,1.104
1296.0,1.123
1297.0,1.141
1298.0,1.126
1299.0,1.227
1300.0,1.087
1301.0,0.977
1302.0,1.025
1303.0,0.931
1304.0,1.074
1305.0,0.977
1306.0,1.251
1307.0,1.025
1308.0,1.015
1309.0,1.158
1310.0,1.074
1311.0,1.145
1312.0,1.121
1313.0,1.098
1314.0,1.071
1315.0,1.061
1316.0,1.252
1317.0,0.978
1318.0,1.164
1319.0,1.283
1320.0,1.123
1321.0,1.108
1322.0,1.315
1323.0,1.135
1324.0,1.092
1325.0,1.19
1326.0,1.058
1327.0,1.123
1328.0,0.918
1329.0,0.941
1330.0,1.101
1331.0,0.925
1332.0,1.039
1333.0,0.864
1334.0,1.12
1335.0,1.216
1336.0,0.92
1337.0,1.199
1338.0,1.11
1339.0,1.211
1340.0,1.26
1341.0,1.12
1342.0,1.129
1343.0,1.067
1344.0,1.141
1345.0,0.978
1346.0,1.072
1347.0,1.171
1348.0,1.004
1349.0,1.065
1350.0,1.061
1351.0,1.083
1352.0,1.153
1353.0,1.178
1354.0,1.172
1355.0,1.023
1356.0,1.181
1357.0,1.141
1358.0,1.126
1359.0,1.091
1360.0,1.305
1361.0,1.116
1362.0,1.08
1363.0,1.178
1364.0,1.294
1365.0,1.023
1366.0,1.089
1367.0,1.086
1368.0,0.984
1369.0,1.155
1370.0,1.195
1371.0,1.122
1372.0,1.0
1373.0,1.142
1374.0,1.044
1375.0,0.896
1376.0,1.046
1377.0,0.968
1378.0,1.105
1379.0,1.135
1380.0,1.13
1381.0,1.18
1382.0,0.946
1383.0,1.015
1384.0,1.102
1385.0,1.032
1386.0,0.995
1387.0,1.082
1388.0,1.13
1389.0,1.085
1390.0,0.976
1391.0,1.208
1392.0,0.949
1393.0,1.145
1394.0,1.047
1395.0,0.958
1396.0,1.17
1397.0,1.164
1398.0,1.038
1399.0,1.109
1400.0,1.019
1401.0,1.173
1402.0,1.205
1403.0,1.148
1404.0,1.02
1405.0,1.14
1406.0,1.222
1407.0,0.964
1408.0,1.114
1409.0,1.259
1410.0,1.066
1411.0,1.204
1412.0,1.136
1413.0,1.239
1414.0,0.991
1415.0,0.947
1416.0,1.098
1417.0,0.988
1418.0,1.015
1419.0,1.134
1420.0,1.084
1421.0,1.189
1422.0,1.069
1423.0,1.235
1424.0,1.117
1425.0,1.198
1426.0,1.027
1427.0,0.964
1428.0,1.18
1429.0,0.969
1430.0,1.076
1431.0,1.123
1432.0,1.175
1433.0,1.095
1434.0,1.08
1435.0,1.143
1436.0,1.002
1437.0,1.194
1438.0,1.004
1439.0,1.142
1440.0,1.124
1441.0,1.259
1442.0,1.177
1443.0,1.124
1444.0,1.012
1445.0,1.081
1446.0,1.182
1447.0,1.082
1448.0,1.212
1449.0,1.043
1450.0,1.094
1451.0,1.177
1452.0,1.183
1453.0,1.242
1454.0,1.213
1455.0,1.157
1456.0,1.05
1457.0,1.218
1458.0,1.181
1459.0,1.204
1460.0,0.964
1461.0,1.086
1462.0,1.214
1463.0,1.006
1464.0,1.215
1465.0,1.155
1466.0,1.079
1467.0,0.967
1468.0,1.186
1469.0,1.178
1470.0,1.026
1471.0,1.012
1472.0,1.205
1473.0,1.092
1474.0,1.18
1475.0,1.13
1476.0,0.978
1477.0,1.041
1478.0,1.002
1479.0,0.906
1480.0,0.972
1481.0,1.088
1482.0,1.064
1483.0,1.253
1484.0,1.057
1485.0,1.215
1486.0,1.157
1487.0,1.018
1488.0,0.943
1489.0,1.146
1490.0,1.189
1491.0,0.926
1492.0,1.204
1493.0,1.122
1494.0,1.035
1495.0,1.112
1496.0,0.897
1497.0,0.915
1498.0,1.016
1499.0,1.244
1500.0,1.109
1501.0,1.182
1502.0,1.247
1503.0,1.044
1504.0,1.201
1505.0,0.879
1506.0,1.138
1507.0,1.15
1508.0,1.163
1509.0,1.095
1510.0,1.171
1511.0,1.087
1512.0,1.217
1513.0,1.007
1514.0,1.137
1515.0,1.225
1516.0,1.238
1517.0,1.222
1518.0,0.937
1519.0,1.117
1520.0,1.068
1521.0,1.021
1522.0,1.189
1523.0,1.209
1524.0,1.265
1525.0,1.047
1526.0,1.179
1527.0,1.008
1528.0,0.975
1529.0,1.189
1530.0,1.167
1531.0,1.108
1532.0,1.135
1533.0,1.004
1534.0,1.074
1535.0,1.094
1536.0,1.174
1537.0,1.149
1538.0,1.214
1539.0,1.177
1540.0,1.147
1541.0,1.26
1542.0,1.109
1543.0,1.058
1544.0,0.942
1545.0,1.191
1546.0,1.325
1547.0,1.164
1548.0,1.113
1549.0,1.061
1550.0,1.054
1551.0,1.264
1552.0,1.037
1553.0,1.172
1554.0,1.057
1555.0,1.147
1556.0,0.902
1557.0,1.18
1558.0,1.282
1559.0,1.249
1560.0,1.09
1561.0,1.087
1562.0,1.114
1563.0,1.009
1564.0,1.248
1565.0,1.239
1566.0,1.113
1567.0,1.182
1568.0,1.022
1569.0,0.982
1570.0,1.051
1571.0,1.244
1572.0,1.099
1573.0,1.029
1574.0,1.134
1575.0,0.912
1576.0,1.112
1577.0,1.22
1578.0,0.864
1579.0,1.061
1580.0,1.256
1581.0,1.07
1582.0,1.254
1583.0,1.046
1584.0,1.037
1585.0,0.916
1586.0,1.188
1587.0,1.072
1588.0,1.286
1589.0,1.246
1590.0,1.133
1591.0,1.283
1592.0,1.021
1593.0,1.078
1594.0,1.145
1595.0,1.112
1596.0,1.078
1597.0,0.923
1598.0,1.183
1599.0,1.165
1600.0,0.945
1601.0,1.054
1602.0,1.184
1603.0,1.1
1604.0,1.149
1605.0,1.115
1606.0,1.058
1607.0,1.179
1608.0,1.056
1609.0,1.18
1610.0,0.929
1611.0,1.13
1612.0,0.963
1613.0,1.073
1614.0,1.152
1615.0,0.961
1616.0,1.295
1617.0,1.12
1618.0,1.093
1619.0,1.092
1620.0,1.214
1621.0,1.185
1622.0,1.026
1623.0,1.184
1624.0,0.974
1625.0,1.149
1626.0,0.989
1627.0,1.305
1628.0,0.964
1629.0,1.082
1630.0,0.909
1631.0,1.135
1632.0,1.099
1633.0,1.136
1634.0,1.112
1635.0,1.108
1636.0,1.137
1637.0,1.041
1638.0,0.972
1639.0,1.257
1640.0,1.011
1641.0,1.096
1642.0,1.114
1643.0,1.056
1644.0,1.148
1645.0,0.888
1646.0,1.24
1647.0,1.105
1648.0,1.313
1649.0,1.198
1650.0,1.187
1651.0,1.197
1652.0,1.125
1653.0,1.001
1654.0,1.096
1655.0,1.058
1656.0,1.05
1657.0,1.067
1658.0,1.099
1659.0,0.898
1660.0,0.883
1661.0,1.048
1662.0,1.236
1663.0,1.073
1664.0,1.09
