player_id, ampltiude
11, [8;7;6;4;3;2;10;9;7;6;5;3;2;10;9;8;6;5;5;4;2;1;10;8;7;5;4;3;1;10;9;7;6;4;3;2;10;1;9;8;7;5;4;2;1;10;8;7;5;4;2;1;10;8;7;8;6;5;3;2;1;9;8;6;5;4;2;1;9;8;7;5;4;3;3;1;8;7;6;4;3;1;10;9;7;6;5;3;2;10;9;10;8;7;5;4;3;1;10;8]
12, [5;4;3;1;2;8;7;6;4;5;3;2;1;9;8;6;5;4;2;1;9;8;7;6;4;2;1;2;10;9;6;4;5;3;2;9;9;8;6;5;4;2;1;9;8;7;5;4;3;1;10;8;7;6;4;3;1;10;9;7;6;4;3;2;2;1;8;6;7;5;4;3;10;10;7;7;6;4;3;2;10;9;7;6;5;3;2;1;9;8;6;5;3;2;1;10;8;7;5;4]
13, [3;1;10;9;9;7;6;5;3;2;10;9;8;6;5;4;2;1;9;8;7;5;4;2;1;10;8;7;6;4;3;1;10;9;7;6;6;5;4;2;1;9;8;7;5;4;3;1;9;8;7;5;4;3;3;2;10;9;8;6;5;3;2;1;9;8;7;5;4;2;1;10;8;7;5;4;3;1;10;8;7;6;4;3;2;10;9;7;6;5;5;4;2;1;10;8;7;5;4;3]
14, [1;10;8;7;5;4;3;1;10;9;7;6;5;3;2;1;9;8;6;5;4;2;1;9;8;7;7;6;4;3;2;10;9;7;6;5;3;2;1;9;8;6;5;4;2;1;10;8;7;5;4;3;1;10;8;7;7;4;3;1;2;9;9;8;7;5;4;2;1;10;8;7;5;4;3;1;10;9;7;5;4;3;3;2;10;9;8;6;3;2;10;9;8;6;5;4;2;1;1;10]
15, [9;7;6;4;3;2;10;9;8;6;4;3;2;10;9;7;6;7;5;4;3;1;10;7;5;4;3;1;10;10;7;7;6;5;3;2;10;9;8;6;5;3;2;1;9;8;6;5;4;2;1;10;8;9;7;6;5;3;2;10;9;8;6;5;4;2;1;9;8;7;3;4;3;1;10;9;7;6;4;3;1;10;9;7;6;4;3;2;10;1;9;8;5;4;4;3;9;8;7;7]
16, [4;2;1;10;8;7;6;6;5;3;2;1;9;8;6;5;3;2;1;9;8;6;5;4;2;3;2;10;9;7;6;3;1;10;9;7;6;5;3;2;10;9;8;8;7;5;4;3;1;10;9;7;6;4;3;2;10;9;7;4;5;4;2;1;9;8;6;5;4;2;1;10;8;7;6;4;3;1;10;9;7;6;4;3;2;10;9;7;6;5;3;2;1;9;8;6;7;6;4;3]
17, [1;10;9;7;6;5;3;2;10;9;8;6;5;3;2;1;9;8;6;5;4;2;1;10;8;7;5;4;3;1;10;8;9;8;6;5;4;2;1;9;8;7;5;4;2;1;10;8;7;5;4;3;1;10;10;9;7;4;3;2;10;9;7;6;6;5;4;1;1;10;8;7;6;4;3;1;10;9;7;6;4;3;2;10;9;8;6;5;3;2;1;9;8;6;5;4;2;1;9;8]
18, [7;5;6;4;3;1;10;9;8;6;5;3;2;1;9;8;7;5;4;2;1;9;8;9;7;6;4;3;2;10;7;7;6;3;2;2;9;9;8;6;5;4;2;1;9;8;7;5;4;2;1;10;8;9;7;6;4;3;2;10;9;7;6;5;3;2;1;9;8;6;5;4;2;1;9;8;7;5;6;5;3;2;10;9;8;6;5;3;2;1;9;8;6;5;4;2;1;10;8;7]
19, [5;4;3;1;10;8;7;6;4;3;2;10;9;7;8;7;5;4;2;1;10;8;7;5;4;3;1;10;9;7;6;4;5;3;2;1;9;6;6;5;4;2;9;9;6;5;4;4;2;9;10;9;7;6;4;3;2;10;9;7;6;5;3;2;10;9;8;6;7;5;4;1;9;10;8;5;4;3;1;10;8;7;6;4;3;1;2;10;9;8;6;5;3;2;1;9;8;7;5;4]
20, [3;1;10;8;7;7;6;3;2;10;10;9;8;6;5;4;2;1;8;8;7;5;4;2;1;10;9;7;6;4;3;2;10;9;7;6;5;3;2;1;9;8;6;5;4;2;1;9;8;7;5;4;3;3;10;10;9;7;6;4;3;2;10;9;8;6;5;3;2;1;9;8;6;5;4;2;3;2;10;7;6;6;5;3;2;10;9;8;6;5;2;10;9;8;8;7;5;4;2;1]
21, [10;9;7;5;4;3;1;10;9;7;6;4;3;4;2;1;9;8;7;5;4;2;1;10;8;7;6;4;3;1;10;9;9;8;4;5;3;2;1;9;8;6;5;4;2;1;9;8;7;5;4;3;1;10;8;7;6;4;3;1;10;9;8;6;5;3;2;1;9;8;7;5;4;2;1;10;8;7;6;4;3;2;10;9;7;6;5;3;2;10;9;8;6;5;4;2;1;1;10;8]
22, [5;4;4;3;1;10;9;7;6;4;3;2;10;9;7;6;5;3;2;1;9;10;8;7;6;4;3;1;10;9;7;6;4;3;1;10;9;7;6;6;5;4;2;1;10;8;7;5;2;3;1;8;8;5;6;3;1;2;10;9;7;6;5;3;2;10;9;8;7;5;3;2;1;9;8;9;7;4;3;1;10;10;9;7;6;5;2;10;9;7;6;5;3;4;2;1;10;8;7;6]
23, [4;3;1;10;9;7;6;4;3;2;10;9;8;6;5;3;2;1;9;8;6;5;4;2;1;9;8;7;5;6;5;3;2;10;9;7;6;5;3;2;10;9;8;6;5;3;2;3;1;8;7;7;6;4;1;2;8;7;7;6;5;3;2;10;9;8;6;5;4;2;1;10;8;7;5;4;3;1;10;8;7;5;4;5;3;2;1;9;8;6;5;4;2;1;9;8;7;4;2;1]
24, [9;10;9;7;6;4;3;1;10;9;8;6;4;3;2;10;9;8;6;5;5;4;3;1;10;8;7;6;4;3;1;10;8;7;6;4;3;1;2;1;9;8;5;5;2;2;1;8;8;5;4;4;3;10;8;7;7;6;4;3;2;10;9;7;6;5;3;2;10;9;8;6;5;4;4;3;1;10;9;7;6;4;3;10;9;8;6;5;3;2;10;9;9;8;7;5;4;3;1;10]
25, [8;7;6;4;3;10;8;7;7;6;5;3;2;10;9;8;6;5;3;2;1;9;8;6;5;4;2;1;2;10;9;7;6;5;3;2;10;9;8;6;5;4;2;1;9;8;8;7;5;4;3;1;10;9;7;6;4;3;2;10;9;7;6;5;3;2;1;9;8;6;5;4;2;1;9;8;7;5;4;2;1;10;10;9;6;4;3;3;2;9;8;6;5;3;2;1;9;8;6;5]
26, [6;4;3;1;10;8;7;6;4;3;2;10;9;8;6;5;3;2;2;1;10;8;7;5;4;3;1;10;9;7;6;4;3;2;10;9;7;6;5;3;2;10;9;8;6;5;4;2;1;9;8;7;5;4;4;3;2;10;9;8;6;4;3;2;10;9;7;6;5;3;2;1;9;10;8;5;6;4;1;10;8;7;6;4;5;3;2;10;9;8;6;5;3;2;1;9;8;7;5;4]
27, [3;1;10;8;7;5;4;3;1;2;10;9;8;6;5;4;2;1;9;8;7;5;4;2;1;10;8;7;5;4;3;1;10;9;7;6;5;3;2;1;9;8;6;5;4;2;1;9;8;7;5;4;2;1;10;8;7;6;4;3;2;10;9;8;6;6;5;2;1;9;10;6;5;4;2;1;9;8;8;5;6;4;3;1;10;9;7;6;5;3;2;1;9;8;7;5;2;2;1;10]
28, [9;7;6;4;3;1;10;8;7;6;4;3;2;10;9;8;6;5;4;2;1;9;8;7;5;4;2;1;10;8;7;5;4;3;3;2;1;7;6;6;5;4;2;1;9;8;7;5;4;3;1;10;8;7;6;4;3;1;10;9;8;6;4;3;2;10;9;8;6;5;5;2;1;10;8;7;5;4;3;1;10;8;7;6;4;3;2;2;1;9;8;7;5;4;2;1;10;8;7;5]
29, [4;3;1;10;9;7;6;4;3;2;2;1;7;8;6;5;4;2;1;9;8;7;4;4;2;1;10;9;7;6;4;3;1;10;9;7;6;4;3;2;10;9;10;8;7;5;4;3;1;10;8;7;6;4;3;1;10;9;7;6;5;3;2;2;9;8;8;7;5;4;2;1;10;7;5;4;4;3;2;10;8;7;6;5;3;2;10;9;8;6;5;4;2;1;9;6;7;6;4;3]
30, [1;10;9;7;5;4;3;1;10;9;7;6;4;3;4;2;1;9;8;7;5;4;3;1;9;8;7;5;4;3;1;10;9;7;6;4;5;3;2;1;9;8;6;5;4;2;1;10;8;7;5;4;3;1;10;8;7;6;4;3;2;10;9;7;6;5;3;2;10;1;10;8;7;5;4;3;1;10;9;7;6;4;3;2;10;9;7;6;5;3;2;10;9;8;7;5;4;2;1;10]
31, [8;7;6;4;3;1;10;9;7;6;6;3;3;2;1;8;8;5;5;4;2;1;9;8;7;5;4;3;1;10;8;7;6;4;3;1;10;9;7;6;5;5;4;2;1;10;8;7;5;4;3;1;10;8;7;5;4;3;1;2;10;9;6;6;5;4;2;1;9;8;5;4;4;1;9;8;7;7;6;4;3;2;10;9;7;6;5;3;2;1;9;8;6;5;4;2;1;9;10;8]
32, [5;4;3;1;10;8;7;6;6;4;3;10;9;8;6;5;3;2;1;9;8;6;5;4;2;1;10;8;7;5;6;5;3;2;10;9;8;6;5;3;2;1;9;8;7;5;4;2;1;10;8;7;5;4;3;1;10;9;7;6;6;5;3;2;10;9;8;6;5;4;2;1;9;8;7;5;4;2;1;10;8;7;6;4;3;3;10;9;8;6;5;3;4;2;1;9;6;5;5;2]
33, [1;9;8;9;7;6;4;3;1;10;9;7;6;5;3;2;10;9;8;6;5;5;4;3;1;10;8;7;6;4;3;2;10;9;7;6;5;3;2;10;9;8;8;7;5;4;2;1;10;8;7;5;4;3;1;10;9;7;6;4;3;2;1;7;6;5;4;2;1;9;8;6;5;4;2;1;1;10;9;6;4;3;1;10;9;7;6;4;3;2;10;9;10;6;5;4;4;1;10;8]
34, [7;5;4;3;1;10;9;7;6;4;5;3;2;1;9;8;7;5;4;1;9;10;8;7;5;4;3;2;10;9;7;6;4;3;2;10;9;7;6;5;3;2;10;9;8;6;7;6;4;3;1;10;9;7;6;4;3;2;10;9;8;6;5;3;2;1;9;8;6;5;4;2;1;9;8;7;5;4;3;1;10;8;9;8;6;5;3;2;1;9;8;6;5;4;2;1;10;8;7;5]
35, [4;3;2;10;8;7;6;4;3;2;10;9;8;6;5;4;2;1;9;8;7;5;4;2;1;10;8;7;5;4;3;1;10;9;7;6;5;5;4;2;1;9;8;7;5;4;2;1;10;8;7;6;4;3;1;10;9;7;6;4;3;2;10;9;8;6;5;3;2;1;9;8;7;5;6;4;1;10;10;9;6;4;3;1;2;9;7;6;5;5;4;2;1;9;8;7;5;4;3;1]
36, [10;9;7;6;4;3;2;10;9;9;8;6;5;4;2;9;8;8;7;4;2;1;1;10;8;7;6;4;3;1;10;9;7;6;4;3;2;1;9;7;6;5;3;2;3;1;10;8;7;6;4;3;1;10;9;7;6;5;3;2;10;9;8;6;5;3;2;1;9;8;6;5;4;2;1;10;8;7;5;4;5;3;2;10;9;8;6;5;4;2;1;9;8;7;5;3;2;1;1;10]
37, [9;7;6;4;3;2;10;9;6;6;3;3;2;9;7;8;6;5;4;2;1;9;8;7;5;4;2;1;10;8;7;6;4;3;3;2;1;9;8;6;5;4;2;1;10;8;7;5;4;3;1;10;8;7;6;4;3;1;10;9;7;6;5;3;2;10;9;8;6;5;5;4;3;1;10;9;7;6;4;3;2;10;9;7;6;5;3;2;10;9;8;6;5;4;2;1;9;8;7;5]
38, [4;2;1;10;8;7;5;6;5;3;2;1;9;7;6;5;3;2;1;9;8;7;5;4;2;3;1;8;7;6;4;3;1;10;9;7;6;4;3;3;2;1;9;8;7;5;4;3;1;10;8;7;6;4;3;2;10;9;7;6;4;3;4;2;1;9;8;7;5;4;2;9;8;7;7;4;4;3;10;10;9;7;6;4;3;2;1;9;8;6;5;4;2;1;9;8;6;7;6;4]
39, [1;10;10;9;7;4;3;1;10;9;7;6;4;3;2;2;1;10;8;7;5;4;3;1;10;8;7;6;4;3;1;10;9;7;6;5;5;2;10;1;8;6;5;5;2;1;1;10;8;5;5;4;3;1;10;8;7;6;4;3;2;10;9;7;6;5;3;2;10;1;10;8;7;6;4;3;1;10;9;7;6;4;3;1;10;9;7;6;5;3;2;1;9;9;6;7;5;2;1;9]
40, [8;7;7;4;3;3;2;10;9;8;6;5;3;2;1;9;8;6;5;4;1;9;8;8;7;6;4;3;2;10;9;7;6;3;1;2;10;7;6;6;5;3;2;1;10;8;7;5;4;3;1;10;8;7;5;4;3;1;10;1;9;8;6;5;2;2;1;8;8;7;5;4;2;1;10;8;7;6;4;3;2;10;9;8;6;5;3;2;1;9;8;6;5;4;2;9;8;7;5;4]
41, [3;1;10;9;7;6;5;3;2;10;9;7;8;7;5;4;2;1;10;8;7;5;4;3;10;10;8;5;4;4;3;2;10;9;7;6;5;4;2;10;9;8;7;5;4;2;1;9;10;9;7;6;4;3;2;10;9;7;6;5;3;2;1;9;8;6;5;4;2;1;9;8;7;5;4;3;1;10;9;6;6;3;1;2;10;9;8;6;5;4;2;1;10;8;7;5;4;3;1;10]
42, [8;7;6;4;3;1;10;9;9;8;6;5;3;2;1;9;8;7;5;4;2;1;10;8;7;5;4;3;1;10;9;7;6;4;3;2;10;1;9;8;7;5;4;2;1;10;8;7;6;4;2;1;10;8;7;6;6;3;2;2;1;9;8;6;5;4;1;1;9;8;7;5;4;3;1;10;9;7;6;5;3;2;10;9;8;6;5;3;2;1;9;8;6;5;4;2;1;10;8;7]
43, [5;4;3;1;10;8;9;6;4;5;4;2;1;9;8;6;5;4;2;1;10;8;7;5;4;2;1;10;10;7;7;4;5;3;10;1;7;6;6;5;4;2;1;9;8;7;6;4;2;1;10;8;7;6;4;3;1;10;9;7;6;4;3;2;2;1;10;8;7;5;4;3;1;10;8;7;6;4;3;1;10;9;7;6;5;3;2;10;9;8;6;5;3;2;1;10;8;7;5;4]
44, [3;1;10;9;7;6;4;3;2;10;9;7;6;5;5;4;2;1;9;8;7;5;4;2;1;10;8;7;6;4;3;1;10;9;7;6;6;5;4;2;1;9;8;5;4;2;1;9;8;7;5;4;3;1;2;10;9;8;6;5;3;2;1;9;8;6;5;4;1;9;8;8;7;6;4;3;2;10;9;7;6;5;3;2;10;9;6;6;5;4;2;1;9;8;7;5;4;2;1;10]
45, [9;7;6;4;3;1;10;1;9;8;6;5;4;2;1;9;8;7;5;4;2;1;10;8;7;6;4;3;1;10;9;7;6;5;3;2;1;9;8;6;5;4;2;1;10;8;7;5;4;3;1;10;8;7;6;6;5;3;2;10;7;8;6;5;4;2;1;9;8;7;5;4;2;1;10;8;7;6;4;3;2;10;9;7;6;6;5;4;2;1;9;8;7;5;4;2;1;10;8;7]
46, [6;4;3;1;10;9;7;6;5;3;2;9;7;6;7;5;4;2;1;9;8;7;5;4;3;1;10;8;7;6;4;3;1;2;1;9;8;6;5;4;2;9;8;6;7;5;2;3;1;10;8;7;6;4;3;2;10;9;7;6;5;3;2;10;9;8;6;5;3;4;3;1;10;8;7;6;4;3;1;10;9;7;6;4;3;2;1;9;8;6;5;5;4;2;1;10;7;5;6;4]
47, [3;1;10;9;7;6;4;3;3;10;9;8;6;6;5;4;1;1;10;8;7;5;4;3;1;10;8;7;6;4;3;1;10;9;8;6;5;3;2;10;9;8;7;7;5;4;3;1;10;8;7;6;4;3;2;10;9;6;6;5;3;2;10;9;8;6;5;5;2;2;1;10;8;7;6;4;3;1;10;9;7;6;5;3;2;1;9;8;6;5;4;2;1;9;8;7;5;4;4;3]
48, [10;8;7;6;4;3;3;2;9;9;8;6;5;3;2;1;9;8;6;5;4;2;1;10;10;7;5;6;4;3;2;8;7;8;6;5;3;2;10;9;8;6;5;3;2;1;9;8;7;5;4;3;1;2;9;7;7;6;5;3;2;1;9;8;6;5;4;2;1;9;8;7;5;4;2;1;10;8;7;6;4;3;1;10;9;7;6;6;5;3;2;1;9;8;6;5;4;2;1;9]
49, [8;7;5;4;3;1;2;10;9;8;6;5;3;2;1;9;6;5;5;4;1;1;10;8;7;5;4;3;1;10;8;7;6;4;3;2;10;9;7;6;5;3;4;2;1;10;8;7;6;4;3;1;10;9;7;6;4;3;2;10;9;7;6;5;3;2;1;9;8;6;5;4;4;3;1;8;7;5;6;4;3;2;10;9;8;6;4;3;2;1;9;8;6;5;3;2;1;10;8;7]
50, [5;4;3;1;2;10;7;6;4;5;3;2;10;9;8;6;5;3;2;1;9;8;7;5;4;2;1;10;8;7;5;4;4;3;2;10;9;7;6;5;3;2;10;9;8;6;5;4;2;1;9;10;9;7;6;4;3;2;10;9;8;6;5;3;2;1;9;8;6;5;4;4;3;1;10;8;7;6;4;3;1;10;9;7;6;3;1;2;10;9;8;7;5;4;2;1;10;8;7;5]
51, [4;3;1;10;8;7;7;6;5;3;2;10;9;8;6;5;4;2;1;9;8;7;5;4;2;1;10;8;7;5;4;3;1;10;9;7;6;4;3;2;1;9;8;6;7;5;2;1;9;8;7;5;4;2;1;10;10;9;7;6;4;3;2;10;9;8;6;5;3;2;1;9;8;6;5;4;2;1;2;10;9;7;6;5;3;2;10;9;8;6;5;3;2;1;9;8;7;5;4;2]
52, [1;10;9;7;5;4;3;1;10;9;7;6;4;3;2;2;9;9;8;7;5;2;1;9;8;7;7;4;4;3;1;10;9;7;6;5;3;2;1;9;6;5;4;2;1;9;8;6;5;6;4;3;1;10;9;7;6;5;3;2;10;9;8;6;5;3;2;1;8;6;5;4;2;10;10;8;7;6;4;3;2;10;9;8;6;5;4;2;1;9;8;7;5;4;2;1;9;8;7;5]
53, [4;3;3;10;9;7;7;6;5;3;2;1;9;8;6;3;4;2;1;9;8;7;5;4;2;1;10;9;7;6;4;3;2;10;9;7;6;4;3;4;2;1;10;8;7;4;2;1;10;8;7;7;6;4;3;1;10;9;7;6;5;3;2;10;9;8;6;5;3;2;1;9;8;7;7;6;4;3;2;10;9;7;6;5;3;2;10;9;8;6;5;4;4;2;9;10;7;7;4;2]
54, [1;10;8;7;6;4;4;1;2;10;9;7;6;5;3;2;1;9;8;6;5;4;2;1;9;8;7;5;6;5;3;2;10;9;8;6;5;3;2;1;9;8;6;5;3;2;1;1;10;8;7;6;4;3;2;10;9;7;6;5;3;2;10;9;8;6;5;3;2;1;9;8;7;5;4;2;1;10;8;7;5;4;3;2;2;1;9;6;5;3;2;1;9;8;6;5;4;2;1;9]
55, [8;9;7;6;4;3;1;10;9;7;6;4;3;2;10;9;8;6;5;5;4;3;1;10;8;7;6;4;3;1;10;8;7;6;4;3;1;10;1;9;8;7;5;4;2;1;10;8;7;5;2;3;1;10;8;7;6;5;3;2;10;9;7;6;5;3;2;10;9;8;6;5;4;2;3;1;10;9;7;6;4;3;10;9;7;7;6;5;3;2;1;9;8;7;5;4;2;1;9;8]
56, [7;6;4;3;1;10;9;7;6;5;3;2;2;1;9;8;6;5;4;2;9;10;6;7;5;4;3;1;10;8;7;6;4;3;2;10;9;7;6;5;3;2;10;9;8;6;7;5;4;3;1;10;9;7;6;4;3;2;10;9;7;6;5;3;2;1;9;9;6;5;4;2;1;9;8;7;5;4;2;1;10;8;9;8;6;5;3;10;1;8;6;6;3;2;1;9;8;6;5;6]
57, [4;3;1;10;9;7;6;4;3;2;10;9;8;6;5;3;2;10;1;10;7;7;5;4;3;1;10;8;7;6;4;3;2;10;9;7;6;5;3;2;10;9;8;6;5;4;2;1;9;8;7;7;6;4;3;2;10;9;7;6;5;3;2;10;9;8;6;5;3;2;1;9;8;7;7;4;3;3;1;10;9;7;6;4;3;2;9;7;6;4;5;4;2;1;10;8;7;5;4;3]
58, [1;10;8;7;6;4;3;2;10;9;7;6;5;3;2;10;9;8;6;5;3;2;1;9;8;7;7;6;4;3;2;10;9;7;6;4;3;2;1;9;8;6;5;4;2;1;9;8;7;5;4;2;1;10;8;7;6;4;3;2;10;9;9;8;6;5;4;2;1;9;8;7;5;4;3;1;10;8;7;6;4;3;1;10;9;7;6;5;3;2;10;9;8;6;5;4;2;1;10;8]
59, [7;5;4;3;1;10;10;9;7;6;5;2;10;9;7;6;7;5;4;2;1;10;8;7;6;4;3;1;10;9;5;4;3;3;2;1;9;8;6;5;3;2;1;9;8;7;5;4;2;1;10;8;9;7;4;4;3;2;10;9;8;6;5;3;2;1;9;8;6;5;4;2;1;10;8;7;5;4;3;1;10;8;7;6;5;3;1;10;1;8;8;5;3;2;1;9;8;7;5;4]
60, [2;1;10;8;7;7;6;5;3;2;10;9;7;6;5;3;2;10;9;8;6;5;4;2;3;1;10;9;7;6;3;1;2;10;9;8;6;5;3;2;1;9;8;6;5;4;2;1;9;8;7;7;4;4;3;1;10;9;7;6;5;3;2;10;9;8;6;5;3;2;1;9;8;6;5;4;2;1;10;10;9;7;4;3;2;10;9;7;6;5;3;2;1;9;8;7;5;4;2;1]
61, [10;8;7;5;4;3;1;10;9;7;6;4;3;2;2;9;8;6;5;4;2;1;1;8;8;7;6;2;1;1;8;9;7;6;4;3;2;10;9;8;6;5;3;2;1;9;8;6;5;4;4;1;2;10;9;7;6;5;3;2;10;9;8;6;5;3;2;10;1;10;7;7;4;4;3;1;10;9;7;6;4;3;2;10;9;7;6;6;5;4;2;1;8;6;5;4;2;1;9;8]
62, [7;5;4;2;3;2;10;9;8;6;4;3;2;10;9;7;6;5;3;2;1;9;8;8;7;6;4;3;1;10;7;6;6;5;3;10;9;9;8;6;5;3;2;1;9;8;6;5;4;2;1;10;8;7;5;4;3;1;10;10;9;8;6;5;4;2;1;9;8;7;5;4;2;1;9;8;7;7;6;4;3;2;10;9;7;6;5;3;2;1;9;8;6;5;4;2;1;9;8;7]
63, [6;4;2;1;10;8;7;6;4;3;2;10;9;9;8;6;5;4;2;1;10;8;7;5;4;3;1;10;8;7;6;4;3;1;10;10;9;8;6;5;2;10;9;8;6;5;3;2;1;1;10;9;7;6;4;3;2;10;9;7;6;5;3;2;10;9;8;6;5;4;2;1;9;8;7;5;4;2;1;10;8;7;7;6;4;3;2;10;9;7;6;5;3;2;1;9;8;6;5;4]
64, [3;1;10;8;7;6;4;3;2;10;9;7;6;5;3;2;1;9;8;6;5;4;2;1;1;8;8;5;6;4;1;10;8;7;6;6;5;2;10;10;9;8;6;5;3;2;1;9;8;7;5;4;2;1;10;8;7;5;6;5;3;2;1;9;8;6;5;4;2;1;9;8;7;5;4;2;1;10;8;7;6;4;3;1;10;9;7;6;4;3;2;10;9;8;8;7;5;2;1;10]
65, [8;7;5;4;3;1;10;8;7;6;4;5;3;2;1;9;8;6;5;3;2;1;9;8;7;5;4;2;1;10;10;9;7;6;5;3;2;10;9;8;6;5;4;2;1;9;8;6;5;6;2;1;10;8;7;6;6;4;1;2;10;9;7;6;5;3;2;1;9;8;6;5;4;2;1;9;8;7;5;4;3;1;10;8;9;8;6;5;3;2;1;9;8;6;5;4;2;1;10;8]
66, [5;4;4;3;2;10;9;7;6;5;3;2;10;9;7;6;5;3;2;1;9;10;8;7;5;4;3;1;10;9;7;6;4;3;2;10;9;7;6;5;3;2;1;9;8;6;5;4;2;1;9;8;7;5;4;2;1;2;10;9;8;6;5;3;2;1;9;8;6;5;4;2;1;9;8;7;5;4;3;1;10;8;7;6;4;3;1;10;9;7;6;5;3;4;2;1;10;8;7;5]
67, [4;3;1;10;8;7;6;4;3;2;10;9;7;6;5;3;2;10;9;8;6;5;4;2;1;9;8;7;5;6;4;3;1;10;9;7;6;4;3;2;10;9;8;6;5;3;2;3;1;10;8;7;6;4;3;10;10;7;7;6;4;3;2;10;9;8;6;5;3;2;1;9;8;6;5;4;2;1;10;8;7;5;4;5;3;2;10;9;8;6;5;3;2;1;9;8;7;5;4;2]
68, [9;10;9;7;6;4;3;2;10;9;7;6;5;3;2;1;9;8;6;5;4;2;1;9;8;7;5;4;2;1;10;8;7;6;4;4;3;2;1;9;8;6;5;3;2;1;9;8;6;5;4;2;1;9;8;9;7;6;5;3;2;10;9;8;6;5;3;2;10;9;8;6;5;3;4;3;10;8;7;5;6;4;3;2;8;7;7;6;5;3;2;10;9;8;7;5;4;2;1;10]
